,Product Title,Price,Rating,Free Shipping Status,Daraz Mall Status,Seller Rating,Ship on Time Score,Link
71,"Redmi Note 12 Pro , 8GB RAM 256GB ROM , 108MP Main Camera , Finger Sensor , 5000mAh Fast Charging","Rs. 90,999",0,True,False,0%,100%,https://www.daraz.pk/products/12-8gb-256gb-108mp-5000mah-i437361595-s2107542906.html?search=1
72,Redmi Note 12 || 8GB Ram 128GB Rom || 6.67 Inches AMOLED Display || 5000 mAh - Fast charging 33W wired ||,"Rs. 50,669",4.9,True,False,96%,3%,https://www.daraz.pk/products/12-8gb-1-000-gb-128-20-33-i425014085-s2018706239.html?search=1
73,"Xiaomi Note 12 , 8GB RAM 128GB ROM , 50MP Main Camera , Finger Sensor , 5000mAh Fast Chargiing","Rs. 51,999",5.0,True,False,87%,100%,https://www.daraz.pk/products/12-8gb-128gb-50mp-5000mah-i429660348-s2045859828.html?search=1
74,Redmi Note 12 Pro 8GBRAM0-256GB ROM PTA APPROVED OFFICIAL BRAND WARRANTY,"Rs. 89,999",5.0,True,True,86%,43%,https://www.daraz.pk/products/redmi-note-12-pro-8gbram0-256gb-rom-pta-approved-official-brand-warranty-i430103874-s2054168718.html?search=1
75,Redmi Note 12 4G 3d Camera Lens Tempered Glass Protector Top Quality,Rs. 224,4.3,True,False,83%,64%,https://www.daraz.pk/products/redmi-note-12-4g-3d-camera-lens-tempered-glass-protector-top-quality-i430046390-s2048016327.html?search=1
76,Xiaomi Redmi Note 12 4G Tempered Glass Screen Protector Flexible 9H Gorilla Screen Guard Unbreakable Hammer Sheet For redmi note12 4g - Transparent,Rs. 349,4.4,False,False,81%,100%,https://www.daraz.pk/products/12-4g-9h-12-4g-i432745780-s2068295760.html?search=1
77,Redmi Note 12 4g 3d Camera Tempered Glass Protector premium Quality Glass,Rs. 245,4.8,False,False,92%,100%,https://www.daraz.pk/products/12-4g-3d-i432252511-s2066751062.html?search=1
78,Xiaomi Redmi Note 11 Antishock & Drop Resistance Armor Cover,Rs. 440,4.3,True,False,90%,100%,https://www.daraz.pk/products/xiaomi-redmi-note-11-antishock-drop-resistance-armor-cover-i382149414-s1879800847.html?search=1
79,Relaxtoo For Xiaomi Redmi Note 12 4G 2Pcs HD Front Screen Protector Glass Film For Redmi Note12 4G Full Coverage Tempered Glass,Rs. 559,5.0,True,True,85%,100%,https://www.daraz.pk/products/relaxtoo-for-xiaomi-redmi-note-12-4g-2pcs-hd-front-screen-protector-glass-film-for-redmi-note12-4g-full-coverage-tempered-glass-i427599884-s2031609186.html?search=1
80,BLKNAIM 4in1 For Xiaomi Redmi Note 12 4G Phone Case Soft Silicone Phone Case+Ceramic Membrane tempered glass+Lens Film+Back Cover,Rs. 592,3.9,True,True,84%,100%,https://www.daraz.pk/products/1-4-12-4g-i426187610-s2023418034.html?search=1
81,Xiaomi Redmi Note 12 AirBag ShockProof Anti-Burst Scratch Proof Transparent TPU Mobile Back Case,Rs. 139,4.2,True,False,89%,100%,https://www.daraz.pk/products/xiaomi-redmi-note-12-airbag-shockproof-anti-burst-scratch-proof-transparent-tpu-mobile-back-case-i431252029-s2056884595.html?search=1
82,Back Camera Glass Protector for Redmi Note 12 (4G) Camera Lens Protector Guard True 3D Premium Ultra Thin High Definition Camera Tempered Glass,Rs. 240,5.0,False,False,81%,100%,https://www.daraz.pk/products/12-4g-3d-i432751175-s2068302212.html?search=1
83,Pack of 02 - Redmi Note 8 Pro - 100% Original Full coverage Tempered Glass screen Protector- Full Glue- with Cleaning Wipes,Rs. 261,4.9,False,False,91%,100%,https://www.daraz.pk/products/pack-of-02-redmi-note-8-pro-100-original-full-coverage-tempered-glass-screen-protector-full-glue-with-cleaning-wipes-i264969019-s1481244836.html?search=1
84,QAGS Cover for Xiaomi Redmi Note 11 4G Mobile Phone Case Multi Color Camera protection Soft MAtte Tpu Case Silicone Ultra Thin Back Cover,Rs. 379,4.7,True,False,90%,16%,https://www.daraz.pk/products/qags-cover-for-xiaomi-redmi-note-11-4g-mobile-phone-case-multi-color-camera-protection-soft-matte-tpu-case-silicone-ultra-thin-back-cover-i269729032-s1483540889.html?search=1
85,Redmi Note 9s / Note 9 Pro Back Camera Lens Glass Replacement for Redmi Note 9s / Note 9 Pro,Rs. 223,4.7,True,False,85%,100%,https://www.daraz.pk/products/redmi-note-9s-note-9-pro-back-camera-lens-glass-replacement-for-redmi-note-9s-note-9-pro-i404235870-s1948679990.html?search=1
86,Jizetin for Redmi Note 12 4G Back Cover Solid Color Multicolor Liquid Silicone Square Phone Case Camera Protection Cases,Rs. 502,4.8,False,True,94%,100%,https://www.daraz.pk/products/jizetin-for-redmi-note-12-4g-back-cover-solid-color-multicolor-liquid-silicone-square-phone-case-camera-protection-cases-i415633446-s1975367255.html?search=1
87,Redmi Note 11 (6.43 inch) - 100% Original Full coverage 9D Tempered Glass screen Protector- Full Glue- with Cleaning Wipes,Rs. 175,4.5,False,False,91%,100%,https://www.daraz.pk/products/redmi-note-11-643-inch-100-original-full-coverage-9d-tempered-glass-screen-protector-full-glue-with-cleaning-wipes-i412855251-s1970343204.html?search=1
88,Lereach For Xiaomi Redmi Note 12 4G Mobile Phone Case Camera Thick Armor TPU+PC Hard Ring Car Ring Bracket Shockproof Back Cover,Rs. 857,4.6,True,False,90%,100%,https://www.daraz.pk/products/12-4g-tpu-i413171973-s1970901315.html?search=1
89,Vantime for Xiaomi Redmi Note 12 4G 12S Retro PU Leather Wallet Case Flip Clasp Stand Cards Holder Casing,"Rs. 1,106",4.8,False,True,92%,100%,https://www.daraz.pk/products/vantime-for-xiaomi-redmi-note-12-4g-12s-retro-pu-leather-wallet-case-flip-clasp-stand-cards-holder-casing-i425639206-s2018578812.html?search=1
90,Xiaomi Redmi Note 10 Pro / Xiaomi Redmi Note 10 Pro Max Soft Silicone TPU Transparent Back Cover With Camera Protection,Rs. 139,4.7,False,False,88%,100%,https://www.daraz.pk/products/10-10-tpu-i350492668-s1781777738.html?search=1
91,Xiaomi Redmi Note 8 Pro Back Glass Battery Cover Rear Door Housing Case,Rs. 855,4.5,True,False,85%,100%,https://www.daraz.pk/products/xiaomi-redmi-note-8-pro-back-glass-battery-cover-rear-door-housing-case-for-redmi-note-8-pro-back-panel-i358022260-s1800706404.html?search=1
92,Xiaomi Redmi Note 9s / Note 9 Pro Privacy Protector 360 Degree HD Tempered Glass Privacy Protector - Black,Rs. 269,4.9,True,False,85%,100%,https://www.daraz.pk/products/xiaomi-redmi-note-9s-note-9-pro-privacy-protector-360-degree-hd-tempered-glass-privacy-protector-black-i389415009-s1913668211.html?search=1
93,Xiaomi Redmi Note 10 Tempered 9D Glass Protector Full Glue,Rs. 126,4.3,False,False,85%,77%,https://www.daraz.pk/products/10-9d-i272649438-s1485808752.html?search=1
94,Xiaomi Redmi Note 8 Pro Black Soft Silicon Back Cover,Rs. 179,4.4,False,False,91%,100%,https://www.daraz.pk/products/8-i363068643-s1813781950.html?search=1
